"Date of Download: 2023-05-24_16:27:46"
"Search Parameters: Data Level:all  Trait List:  Trial List:10649,11057,11213,10794  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0"

"studyYear","programDbId","programName","programDescription","studyDbId","studyName","studyDescription","studyDesign","plotWidth","plotLength","fieldSize","fieldTrialIsPlannedToBeGenotyped","fieldTrialIsPlannedToCross","plantingDate","harvestDate","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","rowNumber","colNumber","entryType","plantNumber","Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224","Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225","Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051","beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053","branching level counting|CO_334:0000079","dry matter content by specific gravity method|CO_334:0000160","dry matter content by table-top NIRS in percentage|CO_334:0002057","first apical branch height measurement in cm|CO_334:0000106","fresh root yield|CO_334:0000013","fresh storage root weight per plot|CO_334:0000012","initial plant vigor assessment 1-5|CO_334:0000220","lodged plants estimation 1-3|CO_334:0000301","marketable root number counting|CO_334:0000169","number of planted stakes per plant counting|CO_334:0000300","number of planted stakes per plot counting|CO_334:0000159","plant architecture visual rating 1-5|CO_334:0000099","plant height measurement in cm|CO_334:0000018","plant height with leaf in cm|CO_334:0000123","plant stands harvested counting|CO_334:0000010","root color visual rating 1-3|CO_334:0000221","root constriction visual rating 1-3|CO_334:0000109","root evaluation scaled 1-5|CO_334:0000228","root flesh color 25% center ring visual rating 1-8|CO_334:0002080","root flesh color 25% outer ring visual rating 1-8|CO_334:0002081","root flesh color 50% inner ring visual rating 1-8|CO_334:0002079","root length evaluation scaled 1-3|CO_334:0000226","root weight in air|CO_334:0000157","root weight in water|CO_334:0000158","rotted storage root counting|CO_334:0000084","sprout count discrete counting|CO_334:0000138","storage root neck length visual rating 1-3|CO_334:0000223","storage root shape visual rating 1-6|CO_334:0000020","thrips severity : visual 1-5|CO_334:0002084","thrips severity : visual 1-5|at harvesting|COMP:0000282","total carotenoid by chart 1-8|CO_334:0000161","notes"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748200","SM6376A-22","","plot","5003246","202230BCEPR_ciat_rep1_SM6376A-22_24","1","1","24","4","1","test","","2.47109699055687","4.84217338863881","16.4435043","11.770874","2","","38.9575996","","","","3","1","","","5","3","","","2","3","","3","","","","","","","1","5","","","1","","4"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748201","SM6376A-23","","plot","5003260","202230BCEPR_ciat_rep1_SM6376A-23_52","1","1","52","9","3","test","","6.88550564893911","13.3094516395701","19.6140518","13.1739368","3","","39.5328751","","","","5","1","","","5","5","","","2","3","","3","","","","","","","0","5","","","1","","8"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","3748204","SM6376A-26","","plot","5003252","202230BCEPR_ciat_rep1_SM6376A-26_19","1","1","19","4","6","test","","0.0791377750979724","3.24088031353631","17.7875042","13.113863","3","","31.6624317","","","","3","1","","","5","3","","","2","2","","3","","","","","","","0","5","","","1","","5"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","5003268","202230BCEPR_ciat_rep1_SMB2446-2_29","1","1","29","5","5","check","","6.46947501226608","14.4973248288591","1.1463953","0.4775226","1","","42.8917961","","","","2","1","","","5","3","","","2","3","","4","","","","","","","0","5","","","1","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","5003269","202230BCEPR_ciat_rep1_SMB2446-2_34","1","1","34","6","3","check","","6.81786331573786","15.0628299154482","1.3904036","0.734262","2","","43.1914864","","","","2","1","","","5","3","","","2","3","","3","","","","","","","0","5","","","1","","1"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","147207","TAI8","Tai8","plot","5003275","202230BCEPR_ciat_rep1_TAI8_13","1","1","13","3","1","check","","3.44043336227928","7.46392093619485","2.3469419","1.2470205","2","","39.2532768","","","","3","1","","","5","4","","","2","1","","3","","","","","","","1","5","","","1","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","147207","TAI8","Tai8","plot","5003266","202230BCEPR_ciat_rep1_TAI8_37","1","1","37","7","1","check","","2.24307892096098","4.01196308757846","3.2105086","1.9848562","2","","34.6912155","","","","4","1","","","5","4","","","2","1","","3","","","","","","","0","5","","","1","","2"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10649","202230BCEPR_ciat","202230BCEPR_ciat","RCBD","1.2","4","","no","no","2022-July-07","2023-May-09","41","CIAT. Valle, Colombia","147207","TAI8","Tai8","plot","5003276","202230BCEPR_ciat_rep1_TAI8_49","1","1","49","9","6","test","","3.65800050238633","7.28146194423513","2.5225403","1.1866467","2","","37.7075081","","","","3","1","","","5","4","","","2","1","","3","","","","","","","1","5","","","1","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","139257","CG1141-1","","plot","5248246","202241BCEPR_stom_rep1_CG1141-1_2","1","1","2","1","2","check","","","","","","0","34.0689562890276","","150","14.5833333333333","11.2","4","1","16","10","10","3","150","30","6","2","1","2","1","","","3","4990","506","0","10","1","2","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","139268","CM4919-1","","plot","5248261","202241BCEPR_stom_rep1_CM4919-1_6","1","1","6","2","3","check","","","","","","0","30.3840814992373","","150","10.15625","7.8","4","1","15","8","10","3","150","30","6","3","1","3","5","","","3","5000","411","3","10","1","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","139299","COL2215","","plot","5248266","202241BCEPR_stom_rep1_COL2215_10","1","1","10","3","2","check","","","","","","3","35.127058215639","","30","4.81770833333333","3.7","3","1","6","8","10","4","120","30","4","3","1","2","1","","","3","3250","347","1","10","1","3","2","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","139299","COL2215","","plot","5248255","202241BCEPR_stom_rep1_COL2215_7","1","1","7","2","2","check","","","","","","3","35.1036842105263","","70","6.38020833333333","4.9","4","1","15","8","10","3","140","20","6","3","1","2","1","","","3","4360","465","0","10","1","3","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477484","GM11585-9","","plot","5248233","202241BCEPR_stom_rep1_GM11585-9_11","1","1","11","3","3","test","","","","","","0","27.1875722543352","","180","3.515625","2.7","4","1","10","10","10","2","180","30","5","1","1","3","8","","","3","2590","168","0","9","2","3","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2730287","GM11598A-7","","plot","5248239","202241BCEPR_stom_rep1_GM11598A-7_15","1","1","15","4","2","test","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","0","","","","",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477513","GM11601-5","","plot","5248231","202241BCEPR_stom_rep1_GM11601-5_16","1","1","16","4","1","test","","","","","","2","20.07","","130","1.30208333333333","1","3","1","1","10","10","1","240","30","1","3","1","3","8","5","","3","1050","25","0","3","2","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477531","GM11607-3","","plot","5248258","202241BCEPR_stom_rep1_GM11607-3_3","1","1","3","1","3","test","","","","","","5","24.8285371062467","","40","5.98958333333333","4.6","3","1","10","10","10","3","230","30","6","3","1","3","6","","","3","3950","204","0","8","1","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477989","GM11775-6","","plot","5248243","202241BCEPR_stom_rep1_GM11775-6_5","1","1","5","2","4","test","","","","","","5","25.8325355756791","","30","6.77083333333333","5.2","3","1","8","10","10","2","200","30","5","3","1","2","8","5","","3","4100","235","0","6","2","3","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477998","GM11781-1","","plot","5248256","202241BCEPR_stom_rep1_GM11781-1_19","1","1","19","5","3","test","","","","","","0","26.7143240605173","","230","7.29166666666666","5.6","4","1","10","10","10","2","230","40","6","3","1","2","8","6","","3","4370","272","0","8","2","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478025","GM11801-1","","plot","5248236","202241BCEPR_stom_rep1_GM11801-1_4","1","1","4","1","4","test","","","","","","5","","","30","","","3","1","","8","10","3","170","20","","3","","3","","","","2","","","","6","2","","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","323717","GM3426-5","","plot","5248250","202241BCEPR_stom_rep1_GM3426-5_17","1","1","17","5","1","check","","","","","","3","25.6998485766202","","100","4.94791666666667","3.8","3","1","12","8","10","3","190","30","4","3","1","2","8","4","","3","3500","198","0","4","1","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477728","SM5495-11","","plot","5248257","202241BCEPR_stom_rep1_SM5495-11_1","1","1","1","1","1","test","","","","","","2","23.4666409067491","","120","7.03125","5.4","4","1","15","10","10","2","250","30","6","3","1","3","8","4","6","3","4060","178","0","10","2","3","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478070","SM5548-1","","plot","5248234","202241BCEPR_stom_rep1_SM5548-1_9","1","1","9","3","1","test","","","","","","4","25.9721826809015","","90","2.47395833333333","1.9","3","1","5","10","10","2","260","30","2","3","1","3","6","","","1","1790","104","0","3","2","3","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478172","SM5564-6","","plot","5248244","202241BCEPR_stom_rep1_SM5564-6_12","1","1","12","3","4","test","","","","","","0","30.2057823129252","","170","1.171875","0.9","3","2","2","10","10","3","170","30","5","3","1","4","6","8","","2","800","65","1","10","2","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478174","SM5564-8","","plot","5248249","202241BCEPR_stom_rep1_SM5564-8_18","1","1","18","5","2","test","","","","","","4","25.0129313844904","","110","3.90625","3","4","2","6","10","10","2","220","30","5","3","1","3","7","8","","2","2600","137","0","9","3","1","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478205","SM5566-4","","plot","5248254","202241BCEPR_stom_rep1_SM5566-4_14","1","1","14","4","3","test","","","","","","0","29.1680086187344","","240","8.72395833333333","6.7","4","1","14","10","10","1","240","30","6","3","1","3","7","5","","3","4770","361","0","10","2","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478313","SM5628-5","","plot","5248235","202241BCEPR_stom_rep1_SM5628-5_20","1","1","20","5","4","test","","","","","","3","19.8385361552028","","160","0.911458333333333","0.7","3","1","0","10","10","3","270","30","3","3","1","5","8","","","3","580","13","0","5","3","3","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","5248262","202241BCEPR_stom_rep1_SMB2446-2_13","1","1","13","4","4","check","","","","","","0","33.746803034408","","170","7.03125","5.4","4","1","10","10","10","2","170","30","6","3","1","2","1","","","3","4100","409","10","10","2","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","147207","TAI8","Tai8","plot","5248245","202241BCEPR_stom_rep1_TAI8_8","1","1","8","2","1","check","","","","","","3","31.4046251644016","","60","18.359375","14.1","4","1","22","10","10","2","150","20","6","1","1","1","4","","","3","5000","438","1","10","1","2","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","139257","CG1141-1","","plot","5248237","202241BCEPR_stom_rep2_CG1141-1_31","2","2","31","3","7","check","","","","","","0","34.2646167557932","","130","13.0208333333333","10","4","1","24","10","10","2","130","30","5","3","1","2","1","","","3","5000","512","0","10","1","2","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","139268","CM4919-1","","plot","5248247","202241BCEPR_stom_rep2_CM4919-1_29","2","2","29","3","5","check","","","","","","0","29.4633004926108","","150","7.55208333333333","5.8","4","1","15","8","10","3","150","30","6","3","1","2","4","","","3","4840","374","8","10","1","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","139299","COL2215","","plot","5248240","202241BCEPR_stom_rep2_COL2215_27","2","2","27","2","6","check","","","","","","0","34.2258586849853","","160","7.55208333333333","5.8","4","1","15","10","10","3","160","30","6","3","1","2","1","","","3","4540","464","2","10","1","3","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","139299","COL2215","","plot","5248265","202241BCEPR_stom_rep2_COL2215_38","2","2","38","5","6","check","","","","","","3","33.8343275119074","","80","6.77083333333333","5.2","4","1","15","10","10","3","140","30","5","3","1","2","1","","","3","4900","491","0","10","1","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477484","GM11585-9","","plot","5248264","202241BCEPR_stom_rep2_GM11585-9_26","2","2","26","2","7","test","","","","","","0","27.3295751633987","","180","4.6875","3.6","4","1","3","10","10","2","180","30","5","3","1","3","8","","","3","2620","172","0","8","1","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2730287","GM11598A-7","","plot","5248241","202241BCEPR_stom_rep2_GM11598A-7_28","2","2","28","2","5","test","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","0","","","","",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477513","GM11601-5","","plot","5248238","202241BCEPR_stom_rep2_GM11601-5_36","2","2","36","4","5","test","","","","","","4","23.5709302325581","","210","2.60416666666667","2","3","2","8","10","10","2","230","30","4","3","1","3","8","5","","3","1890","84","0","6","2","1","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477531","GM11607-3","","plot","5248248","202241BCEPR_stom_rep2_GM11607-3_30","2","2","30","3","6","test","","","","","","5","24.9864937388193","","90","3.25520833333333","2.5","3","2","5","10","10","3","220","30","3","3","1","3","8","6","","3","2360","124","1","7","2","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477989","GM11775-6","","plot","5248228","202241BCEPR_stom_rep2_GM11775-6_40","2","2","40","5","8","test","","","","","","4","27.5972834067547","","90","1.171875","0.9","2","1","0","8","10","3","150","30","2","3","1","4","5","","","2","730","49","0","2","2","3","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477998","GM11781-1","","plot","5248229","202241BCEPR_stom_rep2_GM11781-1_23","2","2","23","1","7","test","","","","","","0","25.8518907563025","","280","2.47395833333333","1.9","3","1","6","10","10","3","280","40","2","3","1","3","8","6","","2","2020","116","0","4","2","2","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478025","GM11801-1","","plot","5248252","202241BCEPR_stom_rep2_GM11801-1_22","2","2","22","1","6","test","","","","","","3","22.7554652880354","","100","2.08333333333333","1.6","3","1","7","10","10","2","190","30","5","3","1","3","7","","","3","1410","56","0","9","2","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","323717","GM3426-5","","plot","5248232","202241BCEPR_stom_rep2_GM3426-5_35","2","2","35","4","6","check","","","","","","4","24.0812059859155","","80","6.51041666666667","5","3","1","10","10","10","2","210","30","5","3","1","2","5","7","","3","4770","226","0","9","3","1","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2477728","SM5495-11","","plot","5248259","202241BCEPR_stom_rep2_SM5495-11_39","2","2","39","5","7","test","","","","","","3","25.6025845564773","","130","6.77083333333333","5.2","4","1","15","10","10","2","240","30","5","3","1","2","8","7","","3","4980","279","0","9","2","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478070","SM5548-1","","plot","5248242","202241BCEPR_stom_rep2_SM5548-1_24","2","2","24","1","8","test","","","","","","3","22.5592124814264","","130","1.04166666666667","0.8","2","2","0","8","10","4","200","40","1","3","1","4","8","6","","3","700","27","0","1","2","3","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478172","SM5564-6","","plot","5248260","202241BCEPR_stom_rep2_SM5564-6_34","2","2","34","4","7","test","","","","","","0","27.1202556158017","","200","1.69270833333333","1.3","4","2","2","10","10","2","200","30","4","3","1","4","8","6","","3","1380","89","0","9","1","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478174","SM5564-8","","plot","5248230","202241BCEPR_stom_rep2_SM5564-8_32","2","2","32","3","8","test","","","","","","4","23.6794985250737","","120","0.911458333333333","0.7","3","2","0","8","10","3","210","30","3","3","1","4","8","7","","3","710","32","0","4","2","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478205","SM5566-4","","plot","5248251","202241BCEPR_stom_rep2_SM5566-4_25","2","2","25","2","8","test","","","","","","0","26.2013996426444","","190","5.20833333333333","4","3","1","10","10","10","2","190","30","3","3","1","3","5","8","","3","3570","212","0","4","2","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","2478313","SM5628-5","","plot","5248253","202241BCEPR_stom_rep2_SM5628-5_33","2","2","33","4","8","test","","","","","","2","19.5367867867868","","140","0.78125","0.6","3","1","0","10","10","2","210","30","2","3","3","4","8","5","","2","680","14","0","5","2","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","236646","SMB2446-2","Caiseli,Caiselli,CAISELLI","plot","5248263","202241BCEPR_stom_rep2_SMB2446-2_37","2","2","37","5","5","check","","","","","","0","34.1076135351736","","150","11.71875","9","4","1","14","10","10","2","150","30","6","3","1","2","1","","","3","5000","508","1","10","1","3","1","1",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","10794","202241BCEPR_stom","202241BCEPR_stom","RCBD","3.2","4","","no","no","2022-August-05","","52","Santo Tomas. Atlantico, Colombia","147207","TAI8","Tai8","plot","5248267","202241BCEPR_stom_rep2_TAI8_21","2","2","21","1","5","check","","","","","","0","30.2199016393442","","170","11.71875","9","4","1","16","10","10","2","170","30","6","1","1","1","4","","","3","4980","405","1","10","1","2","1","2",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11057","202238BCEPR_cere","202238BCEPR_cere","RCBD","1.2","3.5","","no","no","2022-August-05","2023-May-10","64","Cerete. Cordoba, Colombia","139257","CG1141-1","","plot","5381991","202238BCEPR_cere_rep1_CG1141-1_50","1","1","50","10","1","check","","","","","","","","","30","","","2","1","","","5","4","","","","","","","","","","","","","","1","","","","",""," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11057","202238BCEPR_cere","202238BCEPR_cere","RCBD","1.2","3.5","","no","no","2022-August-05","2023-May-10","64","Cerete. Cordoba, Colombia","139268","CM4919-1","","plot","5381988","202238BCEPR_cere_rep1_CM4919-1_23","1","1","23","5","3","check","","","","","","","38.9978950579622","","120","5.6547619047619","1.9","4","1","3","","5","3","","","3","3","","3","","","","","1875","236","0","4","","","","","3"," (Operator: lizbethpino, Time: )"
"2022","174","CIAT","CIAT cassava breeding, Cali, Colombia","11057","202238BCEPR_cere","202238BCEPR_cere","RCBD","1.2","3.5","","no","no","2022-August-05","2023-May-10","64","Cerete. Cordoba, Colombia","139299","COL2215","","plot","5382049","202238BCEPR_cere_rep1_COL2215_19","1","1","19","4","2","test","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","0","","","","",""," (Operator: lizbethpino, Time: )"
